"Installment Ticket Id","InstallmentTransactionId","InstallmentDate","InstallmentValueDate","InstallmentProducts","InstallmentPaymentPrice","InstallmentProductPrice","InstallmentPaymentExtRef","InstallmentProductExtRef","Installments"
"912514","3756038","10/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"912517","3756038","10/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"912516","3756038","10/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"912515","3756038","10/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"70975","3756038","10/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3756039","10/08/2025","10/08/2025","Cash","0","","70001","",""
"912512","3756039","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"912513","3756039","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756040","10/08/2025","10/08/2025","Cash","0","","70001","",""
"912524","3756040","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"239521","3756040","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756042","10/08/2025","10/08/2025","CustomPayment","9000","","79991","",""
"912519","3756042","10/08/2025","","מנוי לעונת 2025/2026","","1000","","4240",""
"912518","3756042","10/08/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"70977","3756042","10/08/2025","","מנוי קהילה 25/26","","3000","","4240",""
"70976","3756042","10/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3756047","10/08/2025","10/08/2025","Credit card","1640","","70100","",""
"912522","3756047","10/08/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3756048","10/08/2025","10/08/2025","Credit card","1640","","70100","",""
"912523","3756048","10/08/2025","","מנוי לעונת 2025/2026","","1640","","4240",""
"","3756050","10/08/2025","10/08/2025","Cash","0","","70001","",""
"912525","3756050","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"239523","3756050","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756051","10/08/2025","10/08/2025","Cash","0","","70001","",""
"239525","3756051","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"912526","3756051","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756052","10/08/2025","10/08/2025","Cash","0","","70001","",""
"239527","3756052","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"912527","3756052","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756057","10/08/2025","10/08/2025","CustomPayment","20000","","79991","",""
"912528","3756057","10/08/2025","","מנוי לעונת 2025/2026","","20000","","4240",""
"70978","3756057","10/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3756058","10/08/2025","10/08/2025","Cash","0","","70001","",""
"912529","3756058","10/08/2025","","מנוי חניה 2025-26","","0","","4240",""
"","3756061","10/08/2025","10/08/2025","Credit card","595","","70100","",""
"912531","3756061","10/08/2025","","מנוי לעונת 2025/2026","","595","","4240",""
"","3756067","10/08/2025","10/08/2025","Cash","0","","70001","",""
"239531","3756067","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"912534","3756067","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756069","10/08/2025","10/08/2025","CustomPayment","760","","79991","",""
"912537","3756069","10/08/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3756077","10/08/2025","10/08/2025","Credit card","760","","70100","",""
"912542","3756077","10/08/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3756090","10/08/2025","10/08/2025","Cash","0","","70001","",""
"912549","3756090","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"239533","3756090","10/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3749667","11/07/2025","11/07/2025","Credit card","1600","","70100","",""
"904818","3749667","11/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3749817","11/07/2025","11/07/2025","Credit card","800","","70100","",""
"905087","3749817","11/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3749819","11/07/2025","11/07/2025","Credit card","2850","","70100","",""
"905095","3749819","11/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"905094","3749819","11/07/2025","","מנוי לעונת 2025/2026","","1650","","4240",""
"","3749825","11/07/2025","11/07/2025","Credit card","1650","","70100","",""
"905109","3749825","11/07/2025","","מנוי לעונת 2025/2026","","1650","","4240",""
"","3749828","11/07/2025","11/07/2025","Credit card","2200","","70100","",""
"905116","3749828","11/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"905114","3749828","11/07/2025","","מנוי לעונת 2025/2026","","900","","4240",""
"905115","3749828","11/07/2025","","מנוי לעונת 2025/2026","","650","","4240",""
"","3749835","11/07/2025","11/07/2025","Credit card","640","","70100","",""
"905169","3749835","11/07/2025","","מנוי לעונת 2025/2026","","640","","4240",""
"","3749843","11/07/2025","11/07/2025","Credit card","800","","70100","",""
"905198","3749843","11/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3749854","11/07/2025","11/07/2025","Credit card","840","","70100","",""
"905248","3749854","11/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"","3756151","11/08/2025","11/08/2025","Credit card","900","","70100","",""
"912613","3756151","11/08/2025","","מנוי לעונת 2025/2026","","900","","4240",""
"","3756153","11/08/2025","11/08/2025","CustomPayment","55000","","79991","",""
"912616","3756153","11/08/2025","","מנוי לעונת 2025/2026","","2300","","4240",""
"912617","3756153","11/08/2025","","מנוי לעונת 2025/2026","","2300","","4240",""
"71009","3756153","11/08/2025","","פרסום: לד תחתון 25/26","","50400","","4118",""
"","3756154","11/08/2025","11/08/2025","CustomPayment","-55000","","79991","",""
"239554","3756154","11/08/2025","","מנוי לעונת 2025/2026","","-2300","","4240",""
"239556","3756154","11/08/2025","","מנוי לעונת 2025/2026","","-2300","","4240",""
"239557","3756154","11/08/2025","","פרסום: לד תחתון 25/26","","-50400","","4118",""
"","3756155","11/08/2025","11/08/2025","CustomPayment","55000","","79991","",""
"912618","3756155","11/08/2025","","מנוי לעונת 2025/2026","","2300","","4240",""
"912619","3756155","11/08/2025","","מנוי לעונת 2025/2026","","2300","","4240",""
"71010","3756155","11/08/2025","","פרסום: לד תחתון 25/26","","50400","","4118",""
"","3756157","11/08/2025","11/08/2025","Credit card","900","","70100","",""
"912622","3756157","11/08/2025","","מנוי לעונת 2025/2026","","900","","4240",""
"","3756160","11/08/2025","11/08/2025","Credit card","1280","","70100","",""
"912626","3756160","11/08/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3756164","11/08/2025","11/08/2025","Credit card","1840","","70100","",""
"912630","3756164","11/08/2025","","מנוי לעונת 2025/2026","","1840","","4240",""
"","3756170","11/08/2025","11/08/2025","Credit card","700","","70100","",""
"912636","3756170","11/08/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"","3756175","11/08/2025","11/08/2025","Credit card","1460","","70100","",""
"912648","3756175","11/08/2025","","מנוי לעונת 2025/2026","","700","","4240",""
"912647","3756175","11/08/2025","","מנוי לעונת 2025/2026","","760","","4240",""
"","3750001","12/07/2025","12/07/2025","Credit card","1280","","70100","",""
"905385","3750001","12/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3756244","12/08/2025","12/08/2025","CustomPayment","50000","","79991","",""
"912692","3756244","12/08/2025","","מנוי חניה 2025-26","","5000","","4240",""
"912687","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1000","","4240",""
"912691","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1000","","4240",""
"912686","3756244","12/08/2025","","מנוי לעונת 2025/2026","","450","","4240",""
"912688","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1000","","4240",""
"912689","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1000","","4240",""
"912683","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"912690","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1000","","4240",""
"912684","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"912679","3756244","12/08/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"912682","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"912680","3756244","12/08/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"912685","3756244","12/08/2025","","מנוי לעונת 2025/2026","","450","","4240",""
"912681","3756244","12/08/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"71041","3756244","12/08/2025","","מנוי קהילה 25/26","","2700","","4240",""
"71042","3756244","12/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3756254","12/08/2025","12/08/2025","Credit card","-1450","","70100","",""
"239588","3756254","12/08/2025","","מנוי לעונת 2025/2026","","-1450","","4240",""
"","3756255","12/08/2025","12/08/2025","Credit card","1440","","70100","",""
"912704","3756255","12/08/2025","","מנוי לעונת 2025/2026","","1440","","4240",""
"","3756257","12/08/2025","12/08/2025","CustomPayment","3960","","79991","",""
"912711","3756257","12/08/2025","","מנוי לעונת 2025/2026","","1080","","4240",""
"912709","3756257","12/08/2025","","מנוי לעונת 2025/2026","","1440","","4240",""
"912710","3756257","12/08/2025","","מנוי לעונת 2025/2026","","1440","","4240",""
"","3756258","12/08/2025","12/08/2025","Credit card","4140","","70100","",""
"912716","3756258","12/08/2025","","מנוי לעונת 2025/2026","","2300","","4240",""
"912715","3756258","12/08/2025","","מנוי לעונת 2025/2026","","1840","","4240",""
"","3756262","12/08/2025","12/08/2025","Credit card","1160","","70100","",""
"912729","3756262","12/08/2025","","מנוי לעונת 2025/2026","","1160","","4240",""
"","3756263","12/08/2025","12/08/2025","Cash","0","","70001","",""
"912730","3756263","12/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"239590","3756263","12/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756264","12/08/2025","12/08/2025","Cash","0","","70001","",""
"239592","3756264","12/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"912731","3756264","12/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750168","13/07/2025","13/07/2025","Credit card","2090","","70100","",""
"905519","3750168","13/07/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"905518","3750168","13/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3750171","13/07/2025","13/07/2025","Credit card","2800","","70100","",""
"905522","3750171","13/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"905523","3750171","13/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3750172","13/07/2025","13/07/2025","Credit card","2800","","70100","",""
"905525","3750172","13/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"905524","3750172","13/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750173","13/07/2025","13/07/2025","Cash","0","","70001","",""
"905526","3750173","13/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750176","13/07/2025","13/07/2025","Cash","0","","70001","",""
"905528","3750176","13/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"237707","3750176","13/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750179","13/07/2025","13/07/2025","Credit card","800","","70100","",""
"905534","3750179","13/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3750185","13/07/2025","13/07/2025","Credit card","800","","70100","",""
"905536","3750185","13/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3750186","13/07/2025","13/07/2025","Credit card","578","","70100","",""
"905538","3750186","13/07/2025","","מנוי לעונת 2025/2026","","578","","4240",""
"","3750193","13/07/2025","13/07/2025","Credit card","2880","","70100","",""
"905545","3750193","13/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"905546","3750193","13/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750196","13/07/2025","13/07/2025","Credit card","1040","","70100","",""
"905549","3750196","13/07/2025","","מנוי לעונת 2025/2026","","1040","","4240",""
"","3750204","13/07/2025","13/07/2025","Credit card","680","","70100","",""
"905553","3750204","13/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3750206","13/07/2025","13/07/2025","Credit card","800","","70100","",""
"905555","3750206","13/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3750211","13/07/2025","13/07/2025","Credit card","0.8","","70100","",""
"905563","3750211","13/07/2025","","מנוי לעונת 2025/2026","","0.8","","4240",""
"","3750212","13/07/2025","13/07/2025","Credit card","1680","","70100","",""
"905561","3750212","13/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"905560","3750212","13/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"","3750217","13/07/2025","13/07/2025","Credit card","2900","","70100","",""
"905586","3750217","13/07/2025","","מנוי לעונת 2025/2026","","1450","","4240",""
"905585","3750217","13/07/2025","","מנוי לעונת 2025/2026","","1450","","4240",""
"","3756335","13/08/2025","13/08/2025","Cash","0","","70001","",""
"239624","3756335","13/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"912805","3756335","13/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756336","13/08/2025","13/08/2025","Cash","0","","70001","",""
"912806","3756336","13/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"239626","3756336","13/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756337","13/08/2025","13/08/2025","Cash","0","","70001","",""
"239628","3756337","13/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"912807","3756337","13/08/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3756349","13/08/2025","13/08/2025","CustomPayment","15000","","79991","",""
"912817","3756349","13/08/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"71074","3756349","13/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3756358","13/08/2025","13/08/2025","Credit card","560","","70100","",""
"912822","3756358","13/08/2025","","מנוי לעונת 2025/2026","","560","","4240",""
"","3750362","14/07/2025","14/07/2025","Cash","0","","70001","",""
"905677","3750362","14/07/2025","","מנוי לעונת 2025/2026","","1650","","4240",""
"237739","3750362","14/07/2025","","מנוי לעונת 2025/2026","","-1650","","4240",""
"","3750368","14/07/2025","14/07/2025","Credit card","2520","","70100","",""
"905681","3750368","14/07/2025","","מנוי לעונת 2025/2026","","1320","","4240",""
"905682","3750368","14/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3750373","14/07/2025","14/07/2025","CustomPayment","-1650","","79991","",""
"237753","3750373","14/07/2025","","מנוי לעונת 2025/2026","","-1650","","4240",""
"","3750374","14/07/2025","14/07/2025","CustomPayment","1200","","79991","",""
"905680","3750374","14/07/2025","","מנוי לעונת 2025/2026","","1200","","4240",""
"","3750376","14/07/2025","14/07/2025","Credit card","680","","70100","",""
"905696","3750376","14/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3750379","14/07/2025","14/07/2025","CustomPayment","23200","","79991","",""
"905691","3750379","14/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"905692","3750379","14/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"905695","3750379","14/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"905693","3750379","14/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"905690","3750379","14/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"905688","3750379","14/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"905694","3750379","14/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"905689","3750379","14/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"70282","3750379","14/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3750385","14/07/2025","14/07/2025","Credit card","1680","","70100","",""
"905706","3750385","14/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"905705","3750385","14/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"","3750386","14/07/2025","14/07/2025","Credit card","1280","","70100","",""
"905707","3750386","14/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3750391","14/07/2025","14/07/2025","Credit card","680","","70100","",""
"905718","3750391","14/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3750393","14/07/2025","14/07/2025","Credit card","2050","","70100","",""
"905719","3750393","14/07/2025","","מנוי לעונת 2025/2026","","2050","","4240",""
"","3750395","14/07/2025","14/07/2025","Credit card","850","","70100","",""
"905721","3750395","14/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3750399","14/07/2025","14/07/2025","Credit card","640","","70100","",""
"905724","3750399","14/07/2025","","מנוי לעונת 2025/2026","","640","","4240",""
"","3750400","14/07/2025","14/07/2025","Credit card","640","","70100","",""
"905725","3750400","14/07/2025","","מנוי לעונת 2025/2026","","640","","4240",""
"","3750401","14/07/2025","14/07/2025","Credit card","850","","70100","",""
"905726","3750401","14/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3750404","14/07/2025","14/07/2025","Credit card","2880","","70100","",""
"905733","3750404","14/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"905732","3750404","14/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750406","14/07/2025","14/07/2025","Credit card","1280","","70100","",""
"905743","3750406","14/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3750408","14/07/2025","14/07/2025","Credit card","1280","","70100","",""
"905744","3750408","14/07/2025","","מנוי לעונת 2025/2026","","1280","","4240",""
"","3750416","14/07/2025","14/07/2025","Credit card","950","","70100","",""
"905758","3750416","14/07/2025","","מנוי לעונת 2025/2026","","950","","4240",""
"","3756432","14/08/2025","14/08/2025","Cash","0","","70001","",""
"3440648","3756432","14/08/2025","","רבע גמר גביע ווינר: אולם חדרה","","0","","",""
"","3756433","14/08/2025","14/08/2025","CustomPayment","15000","","79991","",""
"912870","3756433","14/08/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"71107","3756433","14/08/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3750461","15/07/2025","15/07/2025","Credit card","850","","70100","",""
"905784","3750461","15/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"","3750462","15/07/2025","15/07/2025","Cash","0","","70001","",""
"905781","3750462","15/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"237772","3750462","15/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750464","15/07/2025","15/07/2025","Cash","0","","70001","",""
"905786","3750464","15/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"237774","3750464","15/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750470","15/07/2025","15/07/2025","Credit card","1","","70100","",""
"905788","3750470","15/07/2025","","מנוי לעונת 2025/2026","","1","","4240",""
"","3750479","15/07/2025","15/07/2025","Credit card","-1","","70100","",""
"237785","3750479","15/07/2025","","מנוי לעונת 2025/2026","","-1","","4240",""
"","3750485","15/07/2025","15/07/2025","Credit card","2150","","70100","",""
"905802","3750485","15/07/2025","","מנוי לעונת 2025/2026","","850","","4240",""
"905801","3750485","15/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3750486","15/07/2025","15/07/2025","Cash","0","","70001","",""
"237787","3750486","15/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"905806","3750486","15/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750496","15/07/2025","15/07/2025","Credit card","3536","","70100","",""
"905835","3750496","15/07/2025","","מנוי לעונת 2025/2026","","1088","","4240",""
"905836","3750496","15/07/2025","","מנוי לעונת 2025/2026","","1088","","4240",""
"905834","3750496","15/07/2025","","מנוי לעונת 2025/2026","","1360","","4240",""
"","3750592","16/07/2025","16/07/2025","CustomPayment","53200","","79991","",""
"905907","3750592","16/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"905909","3750592","16/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"905908","3750592","16/07/2025","","מנוי לעונת 2025/2026","","25000","","4240",""
"905910","3750592","16/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"70348","3750592","16/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3750596","16/07/2025","16/07/2025","Cash","0","","70001","",""
"3439559","3750596","16/07/2025","","אירוע חניה עונת 2025/26","","0","","",""
"","3750598","16/07/2025","16/07/2025","Cash","0","","70001","",""
"237805","3750598","16/07/2025","","אירוע חניה עונת 2025/26","","0","","",""
"","3750599","16/07/2025","16/07/2025","Cash","0","","70001","",""
"905913","3750599","16/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"","3750600","16/07/2025","16/07/2025","CustomPayment","31600","","79991","",""
"905918","3750600","16/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"905914","3750600","16/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"905919","3750600","16/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"905915","3750600","16/07/2025","","מנוי לעונת 2025/2026","","15000","","4240",""
"70349","3750600","16/07/2025","","פרסום: דף העסקים של הפועל 2025/26","","0","","4118",""
"","3750607","16/07/2025","16/07/2025","Cash","0","","70001","",""
"905936","3750607","16/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"905935","3750607","16/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"","3750609","16/07/2025","16/07/2025","Credit card","1768","","70100","",""
"905933","3750609","16/07/2025","","מנוי לעונת 2025/2026","","884","","4240",""
"905934","3750609","16/07/2025","","מנוי לעונת 2025/2026","","884","","4240",""
"","3750612","16/07/2025","16/07/2025","Credit card","1300","","70100","",""
"905946","3750612","16/07/2025","","מנוי לעונת 2025/2026","","1300","","4240",""
"","3750615","16/07/2025","16/07/2025","Cash","0","","70001","",""
"237838","3750615","16/07/2025","","מנוי לעונת 2025/2026","","-5000","","4240",""
"905943","3750615","16/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"","3750616","16/07/2025","16/07/2025","Cash","0","","70001","",""
"237840","3750616","16/07/2025","","מנוי לעונת 2025/2026","","-5000","","4240",""
"905944","3750616","16/07/2025","","מנוי לעונת 2025/2026","","5000","","4240",""
"","3750617","16/07/2025","16/07/2025","Cash","0","","70001","",""
"237842","3750617","16/07/2025","","מנוי לעונת 2025/2026","","-800","","4240",""
"905945","3750617","16/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"","3750624","16/07/2025","16/07/2025","Credit card","840","","70100","",""
"905954","3750624","16/07/2025","","מנוי לעונת 2025/2026","","840","","4240",""
"","3750627","16/07/2025","16/07/2025","Credit card","680","","70100","",""
"906188","3750627","16/07/2025","","מנוי לעונת 2025/2026","","680","","4240",""
"","3750631","16/07/2025","16/07/2025","Credit card","765","","70100","",""
"906235","3750631","16/07/2025","","מנוי לעונת 2025/2026","","0","","4240",""
"906234","3750631","16/07/2025","","מנוי לעונת 2025/2026","","765","","4240",""
"","3750633","16/07/2025","16/07/2025","Credit card","2750","","70100","",""
"906237","3750633","16/07/2025","","מנוי לעונת 2025/2026","","800","","4240",""
"906238","3750633","16/07/2025","","מנוי לעונת 2025/2026","","900","","4240",""
"906236","3750633","16/07/2025","","מנוי לעונת 2025/2026","","1050","","4240",""
"","3750635","16/07/2025","16/07/2025","CustomPayment","295000","","79991","",""
"906239","3750635","16/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"906240","3750635","16/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"906248","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906241","3750635","16/07/2025","","מנוי לעונת 2025/2026","","22500","","4240",""
"906259","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906254","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906265","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906262","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906244","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906250","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906260","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906243","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906249","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906242","3750635","16/07/2025","","מנוי לעונת 2025/2026","","22500","","4240",""
"906256","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906266","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906246","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906252","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906245","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906264","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906255","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906253","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906258","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906251","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906267","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906272","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906271","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906247","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906268","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906270","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906263","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906257","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906269","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"906261","3750635","16/07/2025","","מנוי לעונת 2025/2026","","1750","","4240",""
"70387","3750635","16/07/2025","","פרסום: לד סל מסך עליון 25/26","","49375","","4118",""
"70386","3750635","16/07/2025","","פרסום: לד עליון 25/26","","49375","","4118",""
"70385","3750635","16/07/2025","","פרסום: לד תחתון 25/26","","49375","","4118",""
"70384","3750635","16/07/2025","","פרסום: שקופית ג'מבו 25/26","","49375","","4118",""
"","3750638","16/07/2025","16/07/2025","Credit card","1600","","70100","",""
"906285","3750638","16/07/2025","","מנוי לעונת 2025/2026","","1600","","4240",""
"","3750640","16/07/2025","16/07/2025","CustomPayment","200000","","79991","",""
"906303","3750640","16/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"906302","3750640","16/07/2025","","מנוי חניה 2025-26","","0","","4240",""
"906311","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906317","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906316","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906319","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906309","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906318","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906312","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906315","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906310","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906314","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906304","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
"906308","3750640","16/07/2025","","מנוי לעונת 2025/2026","","12500","","4240",""
